ID,Description,Entry_ID,Comment,Media_IDs,Semantic_Domain,alt_translation1
SN003130,pluck (imperfective aspect); tear out (imperfective aspect); rob (imperfective aspect),LX002299,,,,ощипывать; грабить
SN003131,roost; chicken roost,luxen,,,,насест для кур
SN003132,pumpkin,LX002300,,,Plant; Food,тыква
SN003133,let cook (imperfective aspect); make cook (imperfective aspect),LX002301,,,,сдать сваривать
SN003134,cook (imperfective aspect); boil (imperfective aspect),LX002302,,,,вариться; варить
SN003135,slaughter (imperfective aspect),LX002303,,,,зарезать
SN003136,[prohibitive prefix],ma-,,,,[прохибитив приставка]
SN003137,moo,LX002304,,,,му
SN003138,bleat (imperfective aspect),LX002305,,,,блеять
SN003139,sheep,LX002306,,,Animal,овца
SN003140,sheep breeder,LX002307,,,Profession,овцевод
SN003141,drove of sheep,LX002308,,,,гурт овец
SN003142,Madrasa,madrasa,,,Loanword,медресе
SN003143,sweat,maga,,,Body part,пот
SN003144,sweat (perfective aspect); perspire (perfective aspect),LX002309,,,,вспотеть; потеть
SN003145,cottage cheese; whey,LX002310,,,Food,творог; сыворотка
SN003146,marriage,mahar,,,Religion & Mythology; Loanword,брак
SN003147,marry (perfective aspect),LX002311,,,,обвенчать
SN003148,Makhachkala,LX002312,,,Toponym; Loanword,Махачкала
SN003149,Mahammad,LX002313,,,Name,Магомед
SN003150,sad,LX002314,,,,печальный
SN003151,grief; sadness; regret,LX002315,,,,огорчение; печаль; сожаление
SN003152,sadly,LX002316,,,,печально
SN003153,field; plain,majdan,,,Housing & Lifestyle; Loanword,полянка; поле; равнина
SN003154,shirt,LX002317,,,Clothes; Loanword,майка
SN003155,scolding; condemnation,maj-maj,,,,брань; осуждение
SN003156,blame (perfective aspect); scold (perfective aspect); condemn (perfective aspect),LX002318,,,,вразумить; бранить; осуждать
SN003157,monkey; ape,majmun,,,Animal; Loanword,обезьяна
SN003158,pretense; cunning; trick,makru,,,,притворство; коварство
SN003159,crook; slyboot; cheat,LX002319,,,,плут
SN003160,pasta,LX002320,,,Food; Loanword,макароны
SN003161,angel,malajk,,,Religion & Mythology; Loanword,ангел
SN003162,polite,LX002321,,,Loanword,вежливый
SN003163,politeness,LX002322,,,,вежливость
SN003164,mullah,malla,,,Religion & Mythology; Profession; Loanword,мулла
SN003165,priest; clergyman,malla,,,Religion & Mythology; Profession; Loanword,священник
SN003166,even,LX002323,,,,даже
SN003167,snake,LX002324,,,Animal,змея
SN003168,female breast,mamma,,,Body part,женская грудь
SN003169,scary,LX002325,,,,страшное
SN003170,stone berry,LX002326,,,Plant,костяника
SN003171,installer,LX002327,,,Profession; Loanword,монтер
SN003172,epoch,manzil,,,,эпоха
SN003173,birch,LX002328,,,Plant,берёза
SN003174,bugs,LX002329,,,Animal,жук
SN003175,acorn,LX002330,,,,жёлудь
SN003176,article; notice,LX002331,,,Loanword,статья; заметка
SN003177,melody; tune; music,LX002332,,,Loanword,мелодия; напев; музыка
SN003178,magnet,LX002333,,,Tool; Loanword,магнит
SN003179,stake,LX002334,,,,кол
SN003180,sad,marajce,,,,печальный
SN003181,sadness,marajdex,,,,печаль
SN003182,sadly,marajle,,,,печально
SN003183,true; real,marce,,,,верный; правильный
SN003184,truth; correctness,mardex,,,,истина; правильность
SN003185,male dog,marga,,,Animal,мужская собака; самец
SN003186,sperm,margadexla_nabs,,,,сперма
SN003187,Mariyat,Marijat,,,Name,Марият
SN003188,rain,marka,,,,дождь
SN003189,snow,marka,,,,снег
SN003190,seriously,mar-marre,,,,всерьёз
SN003191,property,mas,,,,имущество
SN003192,wealth,mas,,,,богатство
SN003193,farmer,LX002335,,,,фермер
SN003194,puzzle; task; example,masala,,,Loanword,загадка; задача; пример
SN003195,for example,masalla,,,Loanword,например
SN003196,"reconciliation; resolution, conflict",LX002336,,,Loanword,примирение
SN003197,reconcile (perfective aspect),LX002337,,,,примирить
SN003198,joke,masqara,,,Loanword,шутка
SN003199,tell jokes (perfective aspect),LX002338,,,,шутить
