ID,Description,Entry_ID,Comment,Media_IDs,Semantic_Domain,alt_translation1
SN001275,chills,LX000889,,,,озноб
SN001276,wine,LX000890,,,Food,вино
SN001277,cup,LX000891,,,Tool; Loanword,чашка
SN001278,mud,LX000892,,,,грязь
SN001279,slush,LX000893,,,,слякоть
SN001280,muddy,LX000894,,,,грязный
SN001281,umbrella; tent,LX000895,,,Tool; Housing & Lifestyle,зонтик; палатка
SN001282,dirty,LX000896,,,,грязно
SN001283,cover,LX000897,,,,покрывало
SN001284,marriageable girl,LX000898,,,,девушка на выданье
SN001285,pox,LX000899,,,,оспа
SN001286,flow (imperfective aspect); flood (imperfective aspect),LX000900,,,,течь; литься потоком
SN001287,rain shower,LX000901,,,,ливень
SN001288,waterfall,LX000902,,,,водопад
SN001289,rain shower,LX000903,,,,ливень
SN001290,trigger,LX000904,,,,курок
SN001291,[location marker 'on' + deixis marker ha- 'upwards'],LX000905,,,,[локализация ‘сверху’ + направление ‘вверх’]
SN001292,on,LX000906,,,,на
SN001293,[spatial preverb 'on']; on,LX000907,,,,[локализация ‘сверху’]
SN001294,[nominalizer],LX000908,,,,[номинализатор]
SN001295,miss a goal (perfective aspect),LX000909,,,,промахнуться
SN001296,guide (perfective aspect); drive (perfective aspect),LX000910,,,,направить; повести
SN001297,put on (perfective aspect),LX000911,,,,надеть
SN001298,approach (perfective aspect),LX000912,,,,приблизиться
SN001299,shave (imperfective aspect),LX000913,,,,обриваться
SN001300,exalt (perfective aspect),LX000914,,,,восхвалять
SN001301,spread (perfective aspect); smear (perfective aspect); color (perfective aspect),LX000915,,,,намазать; помазать; покрасить
SN001302,outgrowth; node,LX000916,,,,нарост
SN001303,appearance,LX000917,,,,внешность
SN001304,configure (perfective aspect); set up (perfective aspect); customize (perfective aspect),LX000918,,,,настроить
SN001305,importune (perfective aspect); molest (perfective aspect); harass (perfective aspect),LX000919,,,,пристать
SN001306,stick (imperfective aspect); adhere (imperfective aspect); glue (imperfective aspect),LX000920,,,,прилипать; приклеивать
SN001307,plaster (perfective aspect),LX000921,,,,штукатурить
SN001308,stick (perfective aspect),LX000922,,,,липнуть
SN001309,point (perfective aspect); direct (perfective aspect),LX000923,,,,направлять
SN001310,sew (perfective aspect),LX000924,,,,нашить; пришить
SN001311,stick (perfective aspect); adhere (perfective aspect); glue (perfective aspect),LX000925,,,,прилипать; приклеивать
SN001312,suit,LX000926,,,,подходить
SN001313,show (perfective aspect),LX000927,,,,показывать
SN001314,see (perfective aspect); appear (perfective aspect),LX000928,,,,увидеть; показаться
SN001315,impose,LX000929,,,,навязывать
SN001316,pester (perfective aspect),LX000930,,,,приставать
SN001317,bang (perfective aspect),LX000931,,,,стукнуться
SN001318,walk,LX000932,,,,ходить
SN001319,relax (perfective aspect),LX000933,,,,отдохнуть
SN001320,complain (perfective aspect); break down (perfective aspect),LX000934,,,,наломаться
SN001321,bandage (perfective aspect),LX000935,,,,перевязывать
SN001322,bore (perfective aspect),LX000936,,,,надоесть
SN001323,relax (perfective aspect),LX000937,,,,отдыхать
SN001324,tie (perfective aspect),LX000938,,,,завязать
SN001325,win (perfective aspect),LX000939,,,,выиграть
SN001326,upper,LX000940,,,,верхний
SN001327,intensify (perfective aspect),LX000941,,,,усилиться
SN001328,stick to (perfective aspect),LX000942,,,,прилипать; цепляться
SN001329,run into (perfective aspect); fall (perfective aspect),LX000943,,,,накинуться; падать
SN001330,bandage (perfective aspect); wind (perfective aspect),LX000944,,,,перевязывать; намотать
SN001331,spread (imperfective aspect); smear (imperfective aspect),LX000945,,,,мазать
SN001332,butt (perfective aspect); gore (perfective aspect),LX000946,,,,забодать; боднуть
SN001333,burn (perfective aspect); scorch (perfective aspect),LX000947,,,,обжечь
SN001334,tie (imperfective aspect); attach (imperfective aspect); bind (imperfective aspect),LX000948,,,,привязывать; пристёгивать
SN001335,remain above (imperfective aspect); fall upon (imperfective aspect); attack (imperfective aspect),LX000949,,,,оказываться вверху; попасть
SN001336,pretend (imperfective aspect),LX000950,,,,притворяться
SN001337,fall upon (imperfective aspect),LX000951,,,,попадать
SN001338,get closer (imperfective aspect); approach (imperfective aspect),LX000952,,,,приближаться
SN001339,lay on (imperfective aspect); spread on (imperfective aspect),LX000953,,,,стелить; постелить на что-то
SN001340,patch up (imperfective aspect); saw to (imperfective aspect); sting (imperfective aspect),LX000954,,,,латать; пришивать
SN001341,load (perfective aspect); enclose (perfective aspect),LX000955,,,,навьючить; наложить; приложить
SN001342,go on sth (perfective aspect),LX000956,,,,идти на что-то
SN001343,deliver (perfective aspect); carry (perfective aspect),LX000957,,,,доставить; донести
SN001344,reach (perfective aspect); arrive (perfective aspect),LX000958,,,,достигать; прибывать; доходить
SN001345,deliver (imperfective aspect),LX000959,,,,доставлять
SN001346,cover (perfective aspect),LX000960,,,,накрывать
SN001347,tie (perfective aspect); attach (perfective aspect); bind (perfective aspect),LX000961,,,,привязать; пристегнуть
SN001348,believe (perfective aspect),LX000962,,,,поверить
SN001349,lay on (perfective aspect); spread on (perfective aspect),LX000963,,,,стелить; постелить на что-то
SN001350,point (imperfective aspect); show (imperfective aspect),LX000964,,,,указать; показать
SN001351,patch up (perfective aspect); sew to (perfective aspect); incubate (perfective aspect),LX000965,,,,залатать; пришить
SN001352,see (imperfective aspect),LX000966,,,,видеть
SN001353,throw (perfective aspect); toss (perfective aspect),LX000967,,,,швырять
SN001354,tie (perfective aspect),LX000968,,,,обвязать
SN001355,debt; duty; obligation,LX000969,,,,долг; обязанность
SN001356,borrow (perfective aspect); make debt (perfective aspect),LX000970,,,,занимать
SN001357,smear on (perfective aspect),LX000971,,,,намазать
SN001358,trample; ram,LX000972,,,,топтать; трамбовать
SN001359,wrap (perfective aspect); wind (perfective aspect),LX000973,,,,обмотать
SN001360,wrap up (perfective aspect); roll up (perfective aspect),LX000974,,,,замотать
SN001361,smear (imperfective aspect),LX000975,,,,намазывать
SN001362,jar without handle; vase,LX000976,,,Tool; Housing & Lifestyle,кувшин без ручки; ваза
SN001363,run into; collide,LX000977,,,,наехать
SN001364,attack (imperfective aspect); fall upon (imperfective aspect),LX000978,,,,напасть
SN001365,attack (perfective aspect); fall upon (perfective aspect),LX000979,,,,нападать
SN001366,attack,LX000980,,,,нападение
SN001367,tie (perfective aspect),LX000981,,,,развязывать; развязать
SN001368,inform (perfective aspect),LX000982,,,,донести новость
SN001369,point with (imperfective aspect); direct (imperfective aspect),LX000983,,,,показывать; направлять
SN001370,distribute (perfective aspect),LX000984,,,,распределять
SN001371,victory,LX000985,,,,победа
SN001372,get together (perfective aspect); gather (perfective aspect),LX000986,,,,собраться
SN001373,assemble (perfective aspect),LX000987,,,,собрать
SN001374,runny nose,LX000988,,,,насморк
SN001375,collection,LX000989,,,,сбор
SN001376,fold (perfective aspect); stack (perfective aspect); put (perfective aspect),LX000990,,,,складывать; слагать
SN001377,collect (perfective aspect); assemble (perfective aspect),LX000991,,,,собирать; собрать в кучу
SN001378,return,LX000992,,,,возвращаться
SN001379,collect (perfective aspect),LX000993,,,,собираться
SN001380,throw over (perfective aspect),LX000994,,,,накинуть
SN001381,reach up (perfective aspect); go up (perfective aspect),LX000995,,,,взобраться
SN001382,deliver (perfective aspect),LX000996,,,,доставить
SN001383,deliver (imperfective aspect),LX000997,,,,доставлять
SN001384,put onto (perfective aspect),LX000998,,,,поставить
SN001385,vow (perfective aspect),LX000999,,,,дать обет
SN001386,climb up (imperfective aspect),LX001000,,,,залезть
SN001387,climb up (perfective aspect),LX001001,,,,залезть
SN001388,close (imperfective aspect); shut (imperfective aspect),LX001002,,,,закрывать
SN001389,stir up (imperfective aspect); set (imperfective aspect); incite (imperfective aspect),LX001002,,,,натравливать
SN001390,put on (imperfective aspect),LX001003,,,,надевать; одевать
SN001391,appear on (perfective aspect),LX001004,,,,появиться; показаться
SN001392,pronounce (perfective aspect),LX001005,,,,произнести
SN001393,put on (perfective aspect),LX001006,,,,надеть
SN001394,case,LX001007,,,,чехол
SN001395,close (perfective aspect); shut (perfective aspect),LX001008,,,,закрыть
SN001396,stir up (perfective aspect); set (perfective aspect); incite (perfective aspect),LX001008,,,,натравить
SN001397,take up (perfective aspect); lift up (perfective aspect),LX001009,,,,взять
SN001398,promise (perfective aspect); commit oneself (perfective aspect),LX001009,,,,обещать; взять на себя обязательство
SN001399,put on (perfective aspect),LX001010,,,,надеть; одеть
SN001400,put on (imperfective aspect); throw on (imperfective aspect),LX001011,,,,поставить; накинуть
SN001401,tamp (perfective aspect),LX001012,,,,утрамбовать
SN001402,nail (perfective aspect),LX001013,,,,прибить
SN001403,close (perfective aspect),LX001014,,,,закрыть; накрыть
SN001404,put onto (perfective aspect); let onto (perfective aspect),LX001015,,,,посадить
SN001405,walk (perfective aspect); arrive (perfective aspect); reach (perfective aspect),LX001016,,,,дойти
SN001406,compel (imperfective aspect); make (imperfective aspect); let (imperfective aspect),LX001017,,,,заставлять
SN001407,close (imperfective aspect),LX001017,,,,закрывать
SN001408,turn on (imperfective aspect); engage (imperfective aspect); switch on (imperfective aspect),LX001017,,,,пускать; включать
SN001409,establish (perfective aspect),LX001018,,,,установить
SN001410,stand (perfective aspect),LX001019,,,,стоять
SN001411,advance (perfective aspect),LX001020,,,,наступать
SN001412,blunder (perfective aspect),LX001021,,,,обваливать
SN001413,crash down (perfective aspect),LX001022,,,,навалиться
SN001414,embark (perfective aspect),LX001023,,,,приступать
SN001415,put down (imperfective aspect); add (imperfective aspect); pile (imperfective aspect),LX001024,,,,класть; добавлять; нагромождать
SN001416,put on (imperfective aspect),LX001025,,,,надевать
SN001417,sit down (imperfective aspect),LX001025,,,,садиться
SN001418,sag (imperfective aspect),LX001025,,,,оседать
SN001419,add (perfective aspect); put on (perfective aspect),LX001026,,,,добавлять; поставить
SN001420,cover (perfective aspect),LX001027,,,,накрыть
SN001421,put on (perfective aspect),LX001028,,,,надеть
SN001422,sit down (perfective aspect),LX001028,,,,сесть
SN001423,impose (perfective aspect),LX001029,,,,накладывать
SN001424,close (imperfective aspect); lock (imperfective aspect),LX001030,,,,закрывать; запирать
SN001425,close (perfective aspect); lock (perfective aspect),LX001031,,,,закрыть; запереть
SN001426,put on (imperfective aspect),LX001032,,,,надевать
SN001427,put on (imperfective aspect); stick onto (imperfective aspect),LX001033,,,,воздвигать; надевать
SN001428,put on (perfective aspect),LX001034,,,,надеть
SN001429,put on; cover,LX001035,,,,надевать
SN001430,compel (perfective aspect); make (perfective aspect); let (perfective aspect),LX001036,,,,заставить
SN001431,close (perfective aspect),LX001036,,,,закрыть
SN001432,turn on (perfective aspect); engage (perfective aspect); switch on (perfective aspect),LX001036,,,,пустить; включить
SN001433,put on (perfective aspect); stick onto (perfective aspect),LX001037,,,,воздвигать; надевать
SN001434,spread over (perfective aspect); pour on (perfective aspect); cover (perfective aspect),LX001038,,,,насыпать; накрыть
SN001435,put on (perfective aspect),LX001039,,,,надеть
SN001436,spread over (imperfective aspect); pour on (imperfective aspect); cover (imperfective aspect),LX001040,,,,насыпать; накрыть
SN001437,where,LX001041,,,,куда
SN001438,where,LX001042,,,,где
SN001439,somewhere,LX001043,,,,где-то
SN001440,anywhere,LX001044,,,,где-либо
SN001441,nowhere,LX001045,,,,нигде
SN001442,anywhere; nowhere,LX001046,,,,где-нибудь; нигде
SN001443,somewhere,LX001047,,,,куда-то
SN001444,somewhere,LX001048,,,,куда-то
SN001445,whither; anywhere,LX001049,,,,хоть куда
SN001446,anywhere,LX001050,,,,куда-нибудь
SN001447,nowhere,LX001051,,,,никуда
SN001448,whence; where from; from where,LX001052,,,,откуда
SN001449,from somewhere,LX001053,,,,откуда-то
SN001450,out of nowhere; from nowhere,LX001054,,,,ниоткуда
SN001451,club,LX001055,,,,дубина
SN001452,get rid of (imperfective aspect),LX001056,,,,избавиться; избавляться
SN001453,relocate,LX001057,,,,переселять
SN001454,get lost (perfective aspect),LX001058,,,,заблудиться
SN001455,saw off (perfective aspect),LX001059,,,,отпилить
SN001456,past,LX001060,,,,прошедший
SN001457,get through (perfective aspect); arrive at (perfective aspect); manage (perfective aspect),LX001061,,,,пройти
SN001458,switch off (perfective aspect); drive away (perfective aspect),LX001062,,,,выключить; прогнать
SN001459,collect (perfective aspect); assemble (perfective aspect),LX001063,,,,собирать; собрать
SN001460,hit on (perfective aspect); turn off (perfective aspect); knock down (perfective aspect),LX001064,,,,ударить; отрезать; сбить
SN001461,put down (perfective aspect),LX001065,,,,высадить
SN001462,go away; disappear,LX001066,,,,уйти; исчезать
SN001463,break off (perfective aspect),LX001067,,,,отломать
SN001464,unwind (perfective aspect),LX001068,,,,размотать
SN001465,pluck (perfective aspect),LX001069,,,,ощипать
SN001466,tear off (perfective aspect),LX001070,,,,оторвать
SN001467,pass (perfective aspect); go by (perfective aspect),LX001071,,,,пройти
SN001468,set (perfective aspect),LX001071,,,,зайти
SN001469,repay (perfective aspect); pay off (perfective aspect),LX001072,,,,возвращать; расплатиться
SN001470,sweep (perfective aspect),LX001073,,,,смывать
SN001471,untie (perfective aspect),LX001074,,,,отвязать; развязывать
SN001472,shear (perfective aspect); shave off (perfective aspect); cut hair (perfective aspect),LX001075,,,,постричь; сбрить; стричь человека
SN001473,go over (perfective aspect),LX001076,,,,переходить
SN001474,sweep (imperfective aspect),LX001077,,,,смывать
SN001475,wipe (perfective aspect); erase (perfective aspect); rub off (perfective aspect),LX001078,,,,вытирать; стереть
SN001476,remove (perfective aspect); delete (perfective aspect),LX001078,,,,удалить; вырезать
SN001477,get off (perfective aspect); come off (perfective aspect); get lost (perfective aspect),LX001078,,,,сойти; перейти; заблудиться
SN001478,drag,LX001079,,,,перетаскать
SN001479,infect,LX001080,,,,заразить
SN001480,go; go over,LX001081,,,,перейти
SN001481,unwind (perfective aspect),LX001082,,,,развязывать; развязать
SN001482,hit back (imperfective aspect); knock (imperfective aspect),LX001083,,,,ударять
SN001483,pass (imperfective aspect); go by (imperfective aspect),LX001084,,,,проходить
SN001484,set (imperfective aspect),LX001084,,,,заходить
SN001485,unravel (perfective aspect),LX001085,,,,распустить
SN001486,tear off (perfective aspect),LX001086,,,,оторвать; отломать; отрезать
SN001487,belch (imperfective aspect); eructate (imperfective aspect); vomit (imperfective aspect),LX001087,,,,отрыгивать; рыгать; страдать рвотой; вырвать
SN001488,belch (perfective aspect); eructate (perfective aspect); vomit (perfective aspect),LX001088,,,,отрыгивать; рыгать; страдать рвотой; вырвать
SN001489,multiply (imperfective aspect),LX001089,,,,размножаться
SN001490,take off (imperfective aspect),LX001090,,,,снимать
SN001491,deduct (perfective aspect); take away (perfective aspect),LX001091,,,,вычесть; снять; снимать
SN001492,untie (imperfective aspect); unwind (imperfective aspect),LX001092,,,,отвязать; развязывать; развязать
SN001493,take off (imperfective aspect),LX001093,,,,снимать; ампутировать
SN001494,cross (perfective aspect); go over (perfective aspect),LX001094,,,,перейти
SN001495,pour out (perfective aspect); spill (perfective aspect),LX001095,,,,отлить; разлиться
SN001496,take off (perfective aspect),LX001096,,,,снять
SN001497,cut off (perfective aspect); chop off (perfective aspect),LX001096,,,,отрезать кусок; отрубить; ампутировать
SN001498,come down (perfective aspect); derive (perfective aspect),LX001097,,,,произойти
SN001499,beat off (perfective aspect),LX001098,,,,отбить
SN001500,set down (perfective aspect); let out (perfective aspect),LX001099,,,,высадить
SN001501,let down,LX001100,,,,спустить
SN001502,strip off (perfective aspect); rip off (perfective aspect); pull off (perfective aspect),LX001101,,,,соскоблить; содрать; сдёрнуть
SN001503,forgive (perfective aspect); excuse (perfective aspect); pardon (perfective aspect); apologize (perfective aspect),LX001102,,,,простить; извинить
SN001504,amputate (perfective aspect); chop off (perfective aspect); cut off (perfective aspect),LX001103,,,,ампутировать; отрубить; отрезать кусок
SN001505,rip off (imperfective aspect),LX001104,,,,сдирать
SN001506,get off (imperfective aspect); go down (imperfective aspect),LX001105,,,,слезать; спускаться
SN001507,get off (perfective aspect); go down (perfective aspect),LX001106,,,,слезать; спускаться
SN001508,forgive (imperfective aspect); excuse (imperfective aspect); pardon (imperfective aspect),LX001107,,,,прощать; извинять
SN001509,rake out (perfective aspect); take off (perfective aspect); disembark (perfective aspect),LX001108,,,,выгрести; снять; высадить
SN001510,take down (perfective aspect); take off (perfective aspect),LX001109,,,,снять
SN001511,tear off (imperfective aspect); pluck (imperfective aspect),LX001110,,,,отрывать
SN001512,return (imperfective aspect); give back (imperfective aspect),LX001111,,,,возвращать
SN001513,unwind (imperfective aspect),LX001112,,,,разматывать
SN001514,come over (perfective aspect); cross (perfective aspect),LX001113,,,,перейти
SN001515,get infected,LX001114,,,,заразиться
SN001516,rip off (perfective aspect),LX001115,,,,отдирать
SN001517,take off (perfective aspect),LX001116,,,,снимать
SN001518,pluck (imperfective aspect); tear off (imperfective aspect),LX001117,,,,срывать
SN001519,unwind (imperfective aspect),LX001118,,,,развязывать; развязать
SN001520,stutter (imperfective aspect); stumble (imperfective aspect),LX001119,,,,заикаться; запинаться
SN001521,stutter (perfective aspect); stumble (perfective aspect),LX001120,,,,заикаться; запинаться
SN001522,tear off (imperfective aspect),LX001121,,,,прерывать; отрывать
SN001523,peel off (perfective aspect); peel (perfective aspect),LX001122,,,,чистить
SN001524,peel off (imperfective aspect); peel (imperfective aspect),LX001123,,,,чистить
SN001525,wake,LX001124,,,,будить
SN001526,wake up,LX001125,,,,проснуться
SN001527,lure,LX001126,,,,завлекать
SN001528,drive up (perfective aspect); wake up (perfective aspect),LX001127,,,,разбудить
SN001529,arrive (perfective aspect); come (perfective aspect); reach (perfective aspect),LX001128,,,,дойти
SN001530,reach (perfective aspect),LX001129,,,,дойти
SN001531,reach (imperfective aspect),LX001130,,,,доходить
SN001532,fly into (perfective aspect),LX001131,,,,налететь
SN001533,chintz,LX001132,,,Clothes,ситец
SN001534,run into (perfective aspect); reach (perfective aspect),LX001133,,,,наехать
SN001535,reach (perfective aspect),LX001134,,,,доходить
SN001536,convey (perfective aspect); explain (perfective aspect),LX001135,,,,доводить; объяснять
SN001537,understand (perfective aspect); be puzzled (perfective aspect),LX001136,,,,понять; недоумевать
SN001538,sprouts; seeds; shoots,LX001137,,,,ростки
SN001539,overfill (perfective aspect); congest (perfective aspect); overflow (perfective aspect),LX001138,,,,переполнить
SN001540,go over (perfective aspect),LX001139,,,,переходить
SN001541,winner,LX001140,,,,победитель
SN001542,trousers; pants,LX001141,,,Clothes,брюки
SN001543,footwear,LX001142,,,Clothes,обувь
SN001544,put on (imperfective aspect),LX001143,,,,надевать
SN001545,chugur; bağlama; type of saz,LX001144,,,Musical instrument; Loanword,чунгур; чугур; саз
SN001546,chugur player,LX001145,,,Profession,исполнитель чугура
SN001547,string,LX001146,,,,струна
SN001548,how often,LX001147,,,,сколько раз
SN001549,assemble (perfective aspect); collect (perfective aspect),LX001148,,,,собрать
SN001550,assemble (imperfective aspect); collect (imperfective aspect),LX001149,,,,собираться
SN001551,lower scarf; lower headscarf,LX001150,,,Clothes,низкий платок
SN001552,[reflexive plural pronoun]; their,LX001151,,,,[возвратное местоимение]
SN001553,how much; how many,LX001152,,,,сколько
SN001554,some,LX001153,,,,несколько
SN001555,what time; at what time,LX001154,,,,во сколько
SN001556,how much; at what price,LX001155,,,,за сколько; по какой цене
SN001557,fringe,LX001156,,,,бахрома
SN001558,wart,LX001157,,,,бородавка
SN001559,comb,LX001158,,,Body part,гребень
SN001560,beautifully,LX001159,,,,красивый
SN001561,argument,LX001160,,,,спор
SN001562,argue (imperfective aspect); compete (imperfective aspect),LX001161,,,,спорить; состязаться
SN001563,tomorrow,LX001162,,,Time,завтра
SN001564,breakfast,LX001163,,,,завтрак
SN001565,in the morning,LX001164,,,Time,утром
SN001566,tomorrow; morning,LX001165,,,,завтрашний; утренний
SN001567,bridge,LX001166,,,,мост
SN001568,lynx,LX001167,,,Animal,рысь
SN001569,cone,LX001168,,,Plant,шишка
SN001570,stand on end (perfective aspect),LX001169,,,,дыбом встать
SN001571,cornel cherry; dogwood,LX001170,,,Plant; Food,кизил
SN001572,remains,LX001171,,,,остатки
SN001573,type of barbed grass,LX001172,,,Plant,вид колючей трави
SN001574,floor,LX001173,,,Housing & Lifestyle,пол
SN001575,eagle,LX001174,,,Animal,орёл
SN001576,fork,LX001175,,,Tool; Housing & Lifestyle,вилка
SN001577,carrier,LX001176,,,,поставец
SN001578,chew (perfective aspect),LX001177,,,,жевать
SN001579,chew (imperfective aspect),LX001178,,,,жевать
SN001580,tissue; cloth,LX001179,,,Clothes,ткань; сукно
SN001581,bare (perfective aspect); denude (perfective aspect); make naked (perfective aspect),LX001180,,,,обнажать
SN001582,naked; nude,LX001181,,,,голый; обнажённый
SN001583,nakedly,LX001182,,,,голышом; обнажённо
SN001584,wind,LX001183,,,,ветер
SN001585,tissue,LX001184,,,,ткань
SN001586,honeycombs; hive,LX001185,,,,соты; улей
SN001587,yell; shout,LX001186,,,,крик
SN001588,shout (imperfective aspect); yell (imperfective aspect),LX001187,,,,кричать; орать
SN001589,motif of embroidery,LX001188,,,,мотив вышивки
SN001590,pull out suddenly (perfective aspect),LX001189,,,,выдернуть резко
SN001591,jump (perfective aspect),LX001190,,,,вскочить
SN001592,stitch,LX001191,,,,шить
SN001593,chick,LX001192,,,Animal,цыплёнок
SN001594,reed,LX001193,,,Plant,камыш
SN001595,thin legs,LX001194,,,,худые ноги
SN001596,span,LX001195,,,,пядь
SN001597,tail,LX001196,,,Body part,хвост
SN001598,brushwood; twig,LX001197,,,,хворость
SN001599,coccyx; tailbone,LX001198,,,Body part,копчик
SN001600,flat cake; cookie; pizza,LX001199,,,Food,лепёшка; пицца
SN001601,yelp; shriek,LX001200,,,,визг
SN001602,shriek (imperfective aspect); squeal (imperfective aspect); screech (imperfective aspect),LX001201,,,,визжать
SN001603,tweet (imperfective aspect),LX001202,,,,чирикать
SN001604,[emphatic particle],LX001203,,,,[усиленная частица]
SN001605,firm; durable,LX001204,,,,твёрдый; прочный; стойкий
SN001606,firmly,LX001205,,,,твердо; прочно; стойко
SN001607,crumple (perfective aspect),LX001206,,,,помять
SN001608,wrinkles,LX001207,,,,складки
SN001609,crumple (perfective aspect),LX001208,,,,помяться
SN001610,wrinkled; crumpled,LX001209,,,,морщинистый; сморщенный; мятый
SN001611,suck,LX001210,,,,сосать
SN001612,suck (perfective aspect),LX001211,,,,сосать
SN001613,suck (imperfective aspect),LX001212,,,,сосать
SN001614,turn out (perfective aspect),LX001213,,,,своротиться
SN001615,[gender first and second person plural],d-_1,,,,[род первое/второе лицо множественное число]
SN001616,[gender first and second person plural],-d_1,,,,[род первое/второе лицо множественное число]
SN001617,[gender first and second person plural],-d_2,,,,[род первое/второе лицо множественное число]
SN001618,[gender neuter plural],-d_2,,,,[средний род множественное число]
SN001619,[gender neuter plural],d-_2,,,,[средний род множественное число]
SN001620,[first person habitual present suffix],-d_3,,,,[первое лицо хабитуальное настоящее время]
SN001621,[first person clitic],LX001214,,,,[первое лицо]
SN001622,[second person plural clitic],LX001214,,,,[второе лицо множественное число]
SN001623,ablution,LX001215,,,,омовение
SN001624,urine,LX001216,,,,моча
SN001625,urinate; pee,LX001217,,,,мочиться
SN001626,bladder,LX001218,,,Body part,мочевой пузырь
SN001627,squirter; child who pees when it should not,LX001219,,,,писун
SN001628,middle; center,dag,,,,середина; центр
SN001629,midnight; at midnight,LX001220,,,,полночь; в полночь
SN001630,in the middle,LX001221,,,,в середине
SN001631,young donkey; burro,dagu,,,Animal,осленок
SN001632,abyss; cliff,dahag,,,,пропасть; обрыв
SN001633,milkmaid,LX001222,,,Profession; Loanword,доярка
SN001634,appearance,LX001223,,,,появление
SN001635,identify (imperfective aspect); appear (perfective aspect); become apparent (perfective aspect),LX001224,,,,выявить
SN001636,appear (imperfective aspect); become apparent (imperfective aspect),LX001225,,,,появляться; выявляться
SN001637,song,dalaj,,,,песня
SN001638,sing (imperfective aspect); chant (imperfective aspect),LX001226,,,,петь
SN001639,singer,LX001227,,,,певец
SN001640,tool; instrument,dalga,,,Tool,инструмент; орудие
SN001641,product,dalga,,,,изделие
SN001642,I (dative); [first person singular dative],dam,,,,я (датив); мне
SN001643,hole,LX001228,,,,дырка
SN001644,book,LX001229,,,Loanword,книга
SN001645,wound; graze; abrasion,LX001230,,,,рана; ссадина; корка
SN001646,plantain,LX001231,,,Plant,подорожник
SN001647,longitude,daqedex,,,,долгота
SN001648,healer; witch doctor,LX001232,,,,лекарь; знахарь
SN001649,appearance; shape; look,LX001233,,,,внешность; внешний вид; облик
SN001650,bag,darbag,,,Clothes,сумка
SN001651,grief; sorrow; suffering; agony,dard,,,Loanword,печаль; горесть; страдание
SN001652,grieve (imperfective aspect); be sad (imperfective aspect); miss (imperfective aspect),LX001234,,,,грустить; переживать; горевать
SN001653,sad,dardce,,,,грустный; печальный
SN001654,entrails,dark_1,,,Body part,внутренности
SN001655,yarn,dark_2,,,,пряжа
SN001656,entrails; inner organs,LX001235,,,Body part,внутренности
SN001657,Dargwa; Dargi,LX001236,,,,даргинский
SN001658,Dargwa; Dargi,LX001237,,,Demonym,даргинец
SN001659,medicine,darman,,,Loanword,медицина; лекарство
SN001660,barn,LX001238,,,Housing & Lifestyle,сарай
SN001661,stable,LX001238,,,Housing & Lifestyle,хлев
SN001662,lesson; class,dars,,,Loanword,урок
SN001663,hundred,LX001239,,,Numeral,сто
SN001664,hundred,LX001240,,,Numeral ; Numeral,сто
SN001665,century,LX001241,,,,век
SN001666,reconciliation,LX001242,,,,примирение
SN001667,make peace (perfective aspect),LX001243,,,,мирить
SN001668,reconcile (perfective aspect),LX001244,,,,помирить
SN001669,reconcile (perfective aspect),LX001245,,,,примириться
SN001670,peace,LX001246,,,,мир
SN001671,from the heart,dartaqible,,,,от души
SN001672,floor; storey,LX001247,,,,этаж; ярус
SN001673,seam; stitching,LX001248,,,,шов; спай; фальц
SN001674,thimble,LX001249,,,Tool,напёрсток
SN001675,evening,LX001250,,,Time,вечер
SN001676,overnight; spend night,LX001251,,,,переночевать
SN001677,dinner,LX001252,,,,ужин
SN001678,in the evening,LX001253,,,Time,вечером
SN001679,evening,LX001254,,,,вечерний
SN001680,Dagestan,LX001255,,,Toponym,Дагестан
SN001681,Daghestanian person,LX001256,,,,дагестанец
SN001682,wealth,dawla,,,Loanword,богатство
SN001683,rich,LX001257,,,,богатый
SN001684,grow rich (perfective aspect); become rich (perfective aspect),LX001258,,,,богатеть
SN001685,rich,LX001259,,,,богатый
SN001686,congratulate (perfective aspect); bless (perfective aspect),LX001260,,,,поздравить; благословлять
SN001687,border,dazu,,,,граница
SN001688,limit (perfective aspect),LX001261,,,,ограничить
SN001689,result; mark,LX001262,,,,результат; рубеж
SN001690,face,LX001263,,,Body part,лицо
SN001691,wash face (perfective aspect),LX001264,,,,помыть лицо
SN001692,wash face (imperfective aspect),LX001265,,,,подмывать лицо
SN001693,razor,LX001266,,,Tool,бритва
SN001694,razor,LX001267,,,Tool,бритва
SN001695,devour (perfective aspect); eat avidly (perfective aspect),LX001268,,,,съесть как обжора; скушать жадно
SN001696,frown (perfective aspect),LX001269,,,,нахмуриться
SN001697,towel,LX001270,,,,полотенце
SN001698,little by little; silently,LX001271,,,,потихоньку
SN001699,secret,LX001272,,,,тайный
SN001700,hide (perfective aspect); conceal (perfective aspect),LX001273,,,,прятать; скрывать
SN001701,hide oneself (imperfective aspect),LX001274,,,,прятаться
SN001702,hide oneself (perfective aspect),LX001275,,,,спрятаться
SN001703,hide and seek,LX001276,,,,прятки (игра)
SN001704,secret; mystery,LX001277,,,,секрет; тайна
SN001705,secretive; secret,LX001278,,,,скрытный; тайный
SN001706,covertly; secretly; quietly,LX001279,,,,скрытно; тайно; тихо
SN001707,flat,LX001280,,,,плашмя
SN001708,continuation,LX001281,,,Loanword,продолжение
